,workerid,education,age,language,gender,n_fails,condition,total_rt,delayBlue,delayPink,goal,goal_bot,goal_dummy,goal_dummy_bot,intention,intention_bot,knowledge,knowledge_bot,goal_rt,goal_bot_rt,goal_dummy_rt,goal_dummy_bot_rt,intention_rt,intention_bot_rt,knowledge_rt,knowledge_bot_rt,cause_rt,delay_rt,attention_rt,order,attention,cause_blue,cause_pink,cause_orange,cause_both,cause_bothOrange,cause_pb,cause_bp,cause_ob,cause_blue_norm,cause_pink_norm,cause_orange_norm,cause_both_norm,cause_bothOrange_norm,cause_bp_norm,cause_pb_norm,cause_ob_norm,min,flat,max
133,133,3,30,English,Male,0,condition 2,10.54746667,10,10,5,NA,5,NA,6,NA,6,NA,1.885,NA,1.294,NA,4.912,NA,2.748,NA,5.512,4.464,2.166,"[1, 'How likely is it that Brock-bot intentionally opened the door?'] [2, 'How likely is it that Brock-bot knew how to open the door?'] [3, 'Was Brock-bot aiming to clean the room?'] [4, 'Was Brock-bot aiming to open the door?']",3,5,7,6,7,6,7,7,6,0,0.333333333,0.5,0.333333333,0.5,0.333333333,1,0.5,5,FALSE,3
134,134,3,56,English,Male,0,condition 3,6.916766667,25,15,6,7,3,3,6,6,5,5,3.68,6.62,3.673,6.162,6.571,14.768,6.623,5.488,50.804,48.63,44.894,"[1, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [2, 'Was the vacuum-bot aiming to open the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock knew how to open the door?'] [5, 'Was the vacuum-bot aiming to clean the room?'] [6, 'How likely is it that Brock intentionally opened the door?'] [7, 'Was Brock aiming to clean the room?'] [8, 'How likely is it that the vacuum-bot knew how to open the door?']",3,6,4,2,6,3,5,6,3,0.285714286,0.142857143,0,0.285714286,0.2,0.285714286,0.6,0.2,2,FALSE,2.8
135,135,4,30,English,Male,0,condition 2,3.231633333,2,4,6,NA,7,NA,6,NA,5,NA,1.834,NA,1.657,NA,1.954,NA,3.463,NA,8.426,6.198,2.941,"[1, 'How likely is it that Brock-bot knew how to open the door?'] [2, 'How likely is it that Brock-bot intentionally opened the door?'] [3, 'Was Brock-bot aiming to clean the room?'] [4, 'Was Brock-bot aiming to open the door?']",4,5,6,7,6,5,6,6,7,0,0.333333333,1,0.333333333,0,0.333333333,0.5,1,5,FALSE,1.5
136,136,5,31,English,Male,0,condition 2,3.8279,6,2,6,NA,1,NA,6,NA,6,NA,3.271,NA,6.237,NA,6.574,NA,3.144,NA,45.102,16.606,22.446,"[1, 'How likely is it that Brock-bot intentionally opened the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'Was Brock-bot aiming to open the door?']",3,3,3,1,5,2,4,6,2,0.153846154,0.153846154,0,0.307692308,0.166666667,0.384615385,0.5,0.166666667,1,FALSE,2.166666667
137,137,4,35,English,Female,0,condition 1,7.31195,20,30,7,NA,7,NA,7,NA,6,NA,3.863,NA,3.305,NA,21.165,NA,4.487,NA,16.13,12.54,19.453,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'Was Brock aiming to clean the room?']",4,6,7,3,6,6,4,5,7,0.25,0.333333333,0,0.25,0.75,0.166666667,0.25,1,3,FALSE,3
138,138,4,46,englsih,Male,0,condition 1,5.6185,2,2,7,NA,1,NA,7,NA,6,NA,4.772,NA,16.045,NA,4.004,NA,6.026,NA,59.936,23.596,23.633,"[1, 'Was Brock aiming to clean the room?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock intentionally opened the door?']",2,1,1,1,4,1,1,7,1,0,0,0,0.333333333,0,0.666666667,0,0,1,FALSE,1.5
139,140,3,30,English,Male,0,condition 3,5.429416667,15,10,6,5,6,5,6,5,5,6,1.072,1.248,1.295,1.275,1.753,1.062,1.189,3.057,6.349,4.436,2.703,"[1, 'How likely is it that the vacuum-bot knew how to open the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to clean the room?'] [4, 'Was the vacuum-bot aiming to open the door?'] [5, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [6, 'Was Brock aiming to open the door?'] [7, 'Was the vacuum-bot aiming to clean the room?'] [8, 'How likely is it that Brock intentionally opened the door?']",3,5,7,7,7,6,6,7,7,0,0.333333333,1,0.333333333,0.5,0.333333333,0.5,1,5,FALSE,3
140,141,4,31,ENGLISH,Male,0,condition 2,5.951416667,60,60,7,NA,6,NA,5,NA,7,NA,8.617,NA,2.32,NA,1.709,NA,5.508,NA,16.413,5.285,4.878,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'How likely is it that Brock-bot intentionally opened the door?'] [4, 'How likely is it that Brock-bot knew how to open the door?']",3,7,7,7,6,6,5,6,5,0.333333333,0.333333333,1,0.166666667,0.5,0.166666667,0,0,5,FALSE,3
141,142,3,30,ENGLISH,Male,0,condition 2,6.206483333,20,20,7,NA,7,NA,5,NA,5,NA,19.704,NA,10.255,NA,7.223,NA,7.88,NA,80.039,25.045,22.689,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'How likely is it that Brock-bot intentionally opened the door?'] [4, 'How likely is it that Brock-bot knew how to open the door?']",3,1,1,1,5,1,6,6,6,0,0,0,0.444444444,0,0.555555556,0.833333333,0.833333333,1,FALSE,1.5
142,143,4,28,English,Male,0,condition 3,2.514066667,2,2,4,4,5,5,5,4,5,5,0.943,1.008,1.487,4.618,1.32,1.263,1.031,1.183,9.368,3.085,2.222,"[1, 'Was the vacuum-bot aiming to clean the room?'] [2, 'Was Brock aiming to clean the room?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that the vacuum-bot knew how to open the door?'] [5, 'Was the vacuum-bot aiming to open the door?'] [6, 'How likely is it that Brock intentionally opened the door?'] [7, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [8, 'How likely is it that Brock knew how to open the door?']",2,5,5,4,4,5,4,4,4,0.5,0.5,0,0,0.333333333,0,0,0,4,FALSE,0.666666667
143,144,3,49,English,Male,0,condition 2,4.581533333,1,1,6,NA,1,NA,6,NA,6,NA,2.504,NA,12.564,NA,5.655,NA,2.746,NA,24.451,16.088,14.853,"[1, 'Was Brock-bot aiming to clean the room?'] [2, 'How likely is it that Brock-bot intentionally opened the door?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'Was Brock-bot aiming to open the door?']",2,1,1,1,7,1,4,5,1,0,0,0,0.6,0,0.4,0.5,0,1,FALSE,1.666666667
144,145,3,35,English,Male,0,condition 1,6.069833333,2,2,3,NA,7,NA,6,NA,6,NA,2.937,NA,2.129,NA,4.05,NA,3.469,NA,6.976,3.49,2.15,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to clean the room?'] [4, 'Was Brock aiming to open the door?']",2,5,4,5,6,6,5,6,6,0.2,0,0.333333333,0.4,0.666666667,0.4,0.333333333,0.666666667,4,FALSE,1.666666667
145,146,4,30,English,Male,0,condition 3,3.50525,2,1,5,7,7,6,6,7,6,6,3.699,1.825,2.422,2.402,3.413,3.916,3.941,1.708,13.433,4.757,2.65,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'Was Brock aiming to clean the room?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock knew how to open the door?'] [5, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [6, 'Was the vacuum-bot aiming to clean the room?'] [7, 'Was the vacuum-bot aiming to open the door?'] [8, 'How likely is it that the vacuum-bot knew how to open the door?']",1,6,7,6,7,6,6,5,7,0.2,0.4,0.5,0.4,0.5,0,0.5,1,5,FALSE,2.5
146,147,4,44,English,Female,0,condition 1,5.664333333,2,3,5,NA,4,NA,5,NA,6,NA,10.792,NA,2.042,NA,1.885,NA,2.505,NA,41.544,17.086,15.32,"[1, 'Was Brock aiming to open the door?'] [2, 'Was Brock aiming to clean the room?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'How likely is it that Brock knew how to open the door?']",1,5,6,7,6,4,6,5,4,0.166666667,0.333333333,1,0.333333333,0,0.166666667,0.666666667,0,4,FALSE,2
147,148,3,36,English,Female,0,condition 3,11.33723333,5,5,4,4,4,5,5,5,5,4,3.803,9.433,3.543,6.231,4.007,13.091,10.443,2.41,27.789,257.532,18.635,"[1, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [2, 'Was Brock aiming to clean the room?'] [3, 'Was the vacuum-bot aiming to clean the room?'] [4, 'How likely is it that Brock intentionally opened the door?'] [5, 'How likely is it that the vacuum-bot knew how to open the door?'] [6, 'Was Brock aiming to open the door?'] [7, 'Was the vacuum-bot aiming to open the door?'] [8, 'How likely is it that Brock knew how to open the door?']",1,6,5,4,5,6,4,5,4,0.4,0.2,0,0.2,0.666666667,0.2,0,0,4,FALSE,1.666666667
148,149,3,32,English,Male,0,condition 2,3.476616667,5,0,7,NA,7,NA,4,NA,4,NA,7.493,NA,3.255,NA,5.695,NA,5.08,NA,27.788,16.743,23.103,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'How likely is it that Brock-bot knew how to open the door?'] [3, 'How likely is it that Brock-bot intentionally opened the door?'] [4, 'Was Brock-bot aiming to clean the room?']",2,4,1,1,1,1,1,1,4,1,0,0,0,0,0,0,0.5,1,FALSE,0.5
149,150,4,32,English,Male,0,condition 2,3.24305,1,1,7,NA,1,NA,7,NA,7,NA,6.274,NA,3.253,NA,2.401,NA,3.312,NA,22.225,22.066,12.358,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'How likely is it that Brock-bot knew how to open the door?'] [3, 'How likely is it that Brock-bot intentionally opened the door?'] [4, 'Was Brock-bot aiming to clean the room?']",3,4,4,3,7,2,5,7,2,0.142857143,0.142857143,0.2,0.357142857,0,0.357142857,0.6,0,2,FALSE,2.8
150,151,3,53,English,Female,0,condition 1,4.507266667,10,5,6,NA,1,NA,6,NA,6,NA,3.134,NA,9.717,NA,3.118,NA,5.873,NA,35.007,33.486,13.602,"[1, 'Was Brock aiming to clean the room?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock intentionally opened the door?']",3,2,2,1,6,4,4,6,4,0.083333333,0.083333333,0,0.416666667,0.5,0.416666667,0.5,0.5,1,FALSE,2
151,152,-1,NA,NA,NA,0,condition 3,2.720566667,10,20,7,1,1,7,7,1,7,1,1.997,2.165,2.105,6.009,2.108,4.904,1.945,3.115,12.708,10.895,9.907,"[1, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [2, 'Was the vacuum-bot aiming to clean the room?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'How likely is it that the vacuum-bot knew how to open the door?'] [5, 'How likely is it that Brock knew how to open the door?'] [6, 'Was Brock aiming to clean the room?'] [7, 'Was Brock aiming to open the door?'] [8, 'Was the vacuum-bot aiming to open the door?']",2,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,FALSE,1
152,153,4,58,English,Female,0,condition 2,4.97335,10,5,7,NA,1,NA,7,NA,7,NA,11.263,NA,4.422,NA,4.742,NA,4.729,NA,68.172,27.813,11.157,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'How likely is it that Brock-bot intentionally opened the door?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'Was Brock-bot aiming to clean the room?']",2,1,1,1,1,1,1,7,1,0,0,0,0,0,1,0,0,1,FALSE,1
153,154,4,27,English,Male,0,condition 2,3.335016667,10,5,7,NA,1,NA,7,NA,5,NA,3.167,NA,3.578,NA,3.334,NA,7.463,NA,23.207,12.686,13.228,"[1, 'How likely is it that Brock-bot knew how to open the door?'] [2, 'How likely is it that Brock-bot intentionally opened the door?'] [3, 'Was Brock-bot aiming to open the door?'] [4, 'Was Brock-bot aiming to clean the room?']",2,2,2,1,5,1,5,5,1,0.1,0.1,0,0.4,0,0.4,0.666666667,0,1,FALSE,1.666666667
154,155,4,30,english,Male,0,condition 2,15.60535,20,20,5,NA,6,NA,6,NA,6,NA,30.288,NA,8.006,NA,33.475,NA,9.069,NA,15.905,24.156,23.548,"[1, 'How likely is it that Brock-bot intentionally opened the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'Was Brock-bot aiming to open the door?'] [4, 'How likely is it that Brock-bot knew how to open the door?']",1,3,6,5,4,3,4,3,3,0,0.75,0.5,0.25,0,0,0.25,0,3,FALSE,1
155,156,5,36,English,Male,0,condition 2,5.285633333,4,2,4,NA,4,NA,2,NA,2,NA,12.072,NA,15.141,NA,4.547,NA,10.049,NA,40.293,18.941,12.977,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'How likely is it that Brock-bot knew how to open the door?'] [3, 'Was Brock-bot aiming to clean the room?'] [4, 'How likely is it that Brock-bot intentionally opened the door?']",3,4,4,1,4,1,1,5,1,0.230769231,0.230769231,0,0.230769231,0,0.307692308,0,0,1,FALSE,2.166666667
156,157,2,33,English,Male,1,condition 2,4.98585,15,10,7,NA,2,NA,7,NA,5,NA,2.701,NA,9.546,NA,3.319,NA,4.019,NA,48.333,24.856,33.973,"[1, 'Was Brock-bot aiming to clean the room?'] [2, 'How likely is it that Brock-bot intentionally opened the door?'] [3, 'How likely is it that Brock-bot knew how to open the door?'] [4, 'Was Brock-bot aiming to open the door?']",1,1,1,1,7,1,1,4,1,0,0,0,0.666666667,0,0.333333333,0,0,1,FALSE,1.5
157,158,2,24,English.,Male,0,condition 2,6.511566667,1,1,4,NA,4,NA,4,NA,6,NA,11.662,NA,7.513,NA,3.964,NA,7.971,NA,42.837,66.869,45.595,"[1, 'Was Brock-bot aiming to open the door?'] [2, 'How likely is it that Brock-bot intentionally opened the door?'] [3, 'Was Brock-bot aiming to clean the room?'] [4, 'How likely is it that Brock-bot knew how to open the door?']",3,1,1,1,6,1,3,6,1,0,0,0,0.5,0,0.5,0.333333333,0,1,FALSE,1.666666667
158,159,2,60,English,Female,0,condition 3,9.976366667,6,4,7,6,2,2,7,5,6,5,4.428,4.169,7.961,3.504,5.352,7.147,4.481,12.527,48.468,32.724,36.299,"[1, 'How likely is it that the vacuum-bot knew how to open the door?'] [2, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [3, 'Was the vacuum-bot aiming to open the door?'] [4, 'Was Brock aiming to clean the room?'] [5, 'Was Brock aiming to open the door?'] [6, 'How likely is it that Brock knew how to open the door?'] [7, 'Was the vacuum-bot aiming to clean the room?'] [8, 'How likely is it that Brock intentionally opened the door?']",2,2,2,1,5,1,1,6,1,0.090909091,0.090909091,0,0.363636364,0,0.454545455,0,0,1,FALSE,1.833333333
159,160,3,40,English,Male,0,condition 1,5.788216667,5,3,7,NA,1,NA,7,NA,7,NA,5.38,NA,16.401,NA,5.076,NA,6.658,NA,61.261,36.011,39.428,"[1, 'Was Brock aiming to clean the room?'] [2, 'Was Brock aiming to open the door?'] [3, 'How likely is it that Brock knew how to open the door?'] [4, 'How likely is it that Brock intentionally opened the door?']",3,3,3,1,7,1,1,6,1,0.133333333,0.133333333,0,0.4,0,0.333333333,0,0,1,FALSE,2.5
160,162,3,31,English,Male,0,condition 3,3.875016667,10,10,3,2,2,2,3,2,4,3,3.592,2.816,3.126,3.479,5.728,3.303,8.096,6.447,21.045,15.452,11.574,"[1, 'How likely is it that Brock knew how to open the door?'] [2, 'Was Brock aiming to clean the room?'] [3, 'How likely is it that the vacuum-bot knew how to open the door?'] [4, 'Was the vacuum-bot aiming to open the door?'] [5, 'Was Brock aiming to open the door?'] [6, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [7, 'How likely is it that Brock intentionally opened the door?'] [8, 'Was the vacuum-bot aiming to clean the room?']",3,5,3,2,5,2,5,5,2,0.3,0.1,0,0.3,0,0.3,0.6,0,2,FALSE,2
161,163,4,57,English,Male,0,condition 3,4.010433333,5,7,6,7,6,7,6,6,6,6,8.718,1.879,2.63,2.814,4.191,3.42,3.151,2.684,17.05,24.82,4.554,"[1, 'Was Brock aiming to open the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'Was the vacuum-bot aiming to open the door?'] [5, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [6, 'Was the vacuum-bot aiming to clean the room?'] [7, 'Was Brock aiming to clean the room?'] [8, 'How likely is it that the vacuum-bot knew how to open the door?']",1,5,6,7,6,5,7,6,6,0,0.333333333,1,0.333333333,0,0.333333333,1,0.5,5,FALSE,1.5
162,164,3,34,English,Female,0,condition 1,14.12068333,2,2,7,NA,1,NA,4,NA,4,NA,8.117,NA,5.94,NA,9.945,NA,3.825,NA,71.729,38.06,17.356,"[1, 'Was Brock aiming to open the door?'] [2, 'Was Brock aiming to clean the room?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'How likely is it that Brock knew how to open the door?']",2,1,7,1,7,1,1,7,1,0,0.333333333,0,0.333333333,0,0.333333333,0,0,1,FALSE,3
163,165,4,39,English,Male,0,condition 3,16.56188333,3,3,5,6,3,4,6,6,5,6,1.585,3.524,8.927,2.786,3.043,1.732,8,2.526,36.526,5.142,14.252,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'Was Brock aiming to open the door?'] [3, 'How likely is it that Brock knew how to open the door?'] [4, 'Was the vacuum-bot aiming to open the door?'] [5, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [6, 'How likely is it that the vacuum-bot knew how to open the door?'] [7, 'Was Brock aiming to clean the room?'] [8, 'Was the vacuum-bot aiming to clean the room?']",3,3,3,2,6,3,5,5,3,0.111111111,0.111111111,0,0.444444444,0.2,0.333333333,0.6,0.2,2,FALSE,1.8
164,166,4,34,English,Male,0,condition 3,6.72815,30,10,6,5,1,4,3,5,5,5,4.021,4.061,9.259,9.965,18.4,6.513,4.596,4.029,91.255,23.902,41.986,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'Was the vacuum-bot aiming to clean the room?'] [4, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [5, 'Was the vacuum-bot aiming to open the door?'] [6, 'Was Brock aiming to clean the room?'] [7, 'Was Brock aiming to open the door?'] [8, 'How likely is it that the vacuum-bot knew how to open the door?']",2,1,7,1,1,1,2,4,1,0,0.666666667,0,0,0,0.333333333,0.166666667,0,1,FALSE,1.5
165,167,3,46,english,Male,0,condition 2,5.84015,15,2,4,NA,6,NA,1,NA,1,NA,4.851,NA,6.25,NA,6.117,NA,4.224,NA,46.116,26.439,16.339,"[1, 'How likely is it that Brock-bot intentionally opened the door?'] [2, 'Was Brock-bot aiming to open the door?'] [3, 'Was Brock-bot aiming to clean the room?'] [4, 'How likely is it that Brock-bot knew how to open the door?']",2,6,6,1,6,1,1,6,1,0.25,0.25,0,0.25,0,0.25,0,0,1,FALSE,3.333333333
166,168,3,32,english,Female,0,condition 2,4.547683333,10,5,6,NA,5,NA,6,NA,6,NA,3.753,NA,10.588,NA,3.64,NA,3.311,NA,56.11,18.903,25.148,"[1, 'Was Brock-bot aiming to clean the room?'] [2, 'How likely is it that Brock-bot knew how to open the door?'] [3, 'Was Brock-bot aiming to open the door?'] [4, 'How likely is it that Brock-bot intentionally opened the door?']",1,6,3,1,5,1,4,6,1,0.3125,0.125,0,0.25,0,0.3125,0.5,0,1,FALSE,2.666666667
167,169,4,33,English,Male,0,condition 3,4.8284,10,6,7,6,1,2,7,6,6,6,2.787,5.447,4.311,11.7,5.874,4.017,5.718,4.645,37.745,39.961,15.887,"[1, 'Was the vacuum-bot aiming to clean the room?'] [2, 'Was the vacuum-bot aiming to open the door?'] [3, 'How likely is it that the vacuum-bot knew how to open the door?'] [4, 'How likely is it that Brock knew how to open the door?'] [5, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [6, 'How likely is it that Brock intentionally opened the door?'] [7, 'Was Brock aiming to clean the room?'] [8, 'Was Brock aiming to open the door?']",3,2,2,1,7,1,1,6,1,0.076923077,0.076923077,0,0.461538462,0,0.384615385,0,0,1,FALSE,2.166666667
168,170,3,35,English,Male,0,condition 1,4.7531,10,5,7,NA,1,NA,7,NA,6,NA,10.91,NA,4.551,NA,7.455,NA,17.694,NA,51.956,17.965,16.004,"[1, 'Was Brock aiming to open the door?'] [2, 'How likely is it that Brock knew how to open the door?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'Was Brock aiming to clean the room?']",3,2,3,1,6,1,1,6,1,0.076923077,0.153846154,0,0.384615385,0,0.384615385,0,0,1,FALSE,2.166666667
169,171,3,40,English,Female,0,condition 3,9.2663,2,2,6,6,5,7,6,7,6,6,2.75,10.773,2.063,4.447,7.669,6.685,5.731,42.414,25.419,8.211,2.943,"[1, 'Was the vacuum-bot aiming to open the door?'] [2, 'How likely is it that the vacuum-bot knew how to open the door?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'Was the vacuum-bot aiming to clean the room?'] [5, 'How likely is it that Brock knew how to open the door?'] [6, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [7, 'Was Brock aiming to clean the room?'] [8, 'Was Brock aiming to open the door?']",2,5,6,6,5,5,7,6,6,0,0.5,0.5,0,0,0.5,1,0.5,5,FALSE,1
170,172,3,27,English,Female,0,condition 1,2.626716667,10,5,7,NA,2,NA,7,NA,7,NA,2.912,NA,3.391,NA,3.71,NA,2.207,NA,24.274,11.994,7.904,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'Was Brock aiming to clean the room?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock knew how to open the door?']",3,2,2,1,6,1,1,6,1,0.083333333,0.083333333,0,0.416666667,0,0.416666667,0,0,1,FALSE,2
171,173,3,30,English,Male,0,condition 1,7.15965,10,7,7,NA,7,NA,6,NA,6,NA,22.2,NA,8.205,NA,10.284,NA,7.872,NA,34.838,38.781,31.199,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'Was Brock aiming to open the door?'] [3, 'Was Brock aiming to clean the room?'] [4, 'How likely is it that Brock knew how to open the door?']",3,6,3,4,6,4,5,6,6,0.333333333,0,0.25,0.333333333,0.25,0.333333333,0.5,0.75,3,FALSE,2.25
172,174,3,33,English,Male,0,condition 3,3.79875,20,10,6,6,3,4,6,6,6,5,2.601,5.345,4.928,3.211,4.281,6.766,2.647,3.006,34.697,12.546,14.256,"[1, 'Was the vacuum-bot aiming to open the door?'] [2, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'Was Brock aiming to open the door?'] [5, 'How likely is it that Brock knew how to open the door?'] [6, 'Was Brock aiming to clean the room?'] [7, 'How likely is it that the vacuum-bot knew how to open the door?'] [8, 'Was the vacuum-bot aiming to clean the room?']",2,2,2,1,7,1,3,5,1,0.083333333,0.083333333,0,0.5,0,0.333333333,0.333333333,0,1,FALSE,2
173,175,3,28,english,Male,0,condition 2,4.085833333,5,4,6,NA,5,NA,6,NA,5,NA,4.615,NA,3.282,NA,3.254,NA,6.962,NA,20.399,9.054,27.818,"[1, 'How likely is it that Brock-bot knew how to open the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'How likely is it that Brock-bot intentionally opened the door?'] [4, 'Was Brock-bot aiming to open the door?']",3,5,4,4,5,5,4,4,5,0.5,0,0,0.5,0.333333333,0,0,0.333333333,4,FALSE,0.666666667
174,176,3,NA,English,NA,0,condition 2,11.71781667,10,5,7,NA,4,NA,6,NA,6,NA,4.475,NA,7.991,NA,6.663,NA,15.271,NA,129.542,50.785,50.225,"[1, 'How likely is it that Brock-bot knew how to open the door?'] [2, 'Was Brock-bot aiming to clean the room?'] [3, 'Was Brock-bot aiming to open the door?'] [4, 'How likely is it that Brock-bot intentionally opened the door?']",3,2,2,2,6,2,2,7,2,0,0,0,0.444444444,0,0.555555556,0,0,2,FALSE,1.8
175,177,2,42,English,Female,0,condition 3,5.601133333,4,1,7,7,1,4,7,7,5,5,7.951,9.595,3.67,5.646,7.195,4.616,4.049,3.47,40.105,55.715,11.017,"[1, 'How likely is it that Brock intentionally opened the door?'] [2, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [3, 'How likely is it that the vacuum-bot knew how to open the door?'] [4, 'Was the vacuum-bot aiming to open the door?'] [5, 'Was Brock aiming to clean the room?'] [6, 'Was the vacuum-bot aiming to clean the room?'] [7, 'How likely is it that Brock knew how to open the door?'] [8, 'Was Brock aiming to open the door?']",2,1,1,1,5,1,1,7,1,0,0,0,0.4,0,0.6,0,0,1,FALSE,1.666666667
176,178,3,32,English,Male,0,condition 1,8.85675,20,5,7,NA,1,NA,7,NA,3,NA,6.559,NA,5.625,NA,7.512,NA,10.838,NA,64.918,62.344,16.457,"[1, 'How likely is it that Brock knew how to open the door?'] [2, 'Was Brock aiming to open the door?'] [3, 'How likely is it that Brock intentionally opened the door?'] [4, 'Was Brock aiming to clean the room?']",3,1,5,1,6,1,1,6,1,0,0.285714286,0,0.357142857,0,0.357142857,0,0,1,FALSE,2.333333333
177,179,3,49,English,Male,0,condition 3,5.947283333,25,15,7,1,1,6,7,1,6,1,2.941,2.886,4.851,3.85,2.959,5.599,4.092,3.35,34.777,8.891,19.819,"[1, 'What is the likelihood that the vacuum-bot had the intention to open the door?'] [2, 'How likely is it that the vacuum-bot knew how to open the door?'] [3, 'Was Brock aiming to open the door?'] [4, 'How likely is it that Brock knew how to open the door?'] [5, 'Was the vacuum-bot aiming to open the door?'] [6, 'Was Brock aiming to clean the room?'] [7, 'Was the vacuum-bot aiming to clean the room?'] [8, 'How likely is it that Brock intentionally opened the door?']",3,5,3,1,4,1,1,4,1,0.333333333,0.166666667,0,0.25,0,0.25,0,0,1,FALSE,2